"conventional.date","conventional.average_price","conventional.total_volume","conventional.type","conventional.year","conventional.geography","conventional.Mileage","conventional.total_sales","organic.date","organic.average_price","organic.total_volume","organic.type","organic.year","organic.geography","organic.Mileage","organic.total_sales","organic.share_total_sales","conventional.share_total_sales","ave.con.share","ave.org.share"
"2017/12/24",1.11,444782,"conventional",2017,"Atlanta",2199,493708.02,"2017/12/24",1.59,15311,"organic",2017,"Atlanta",2199,24344.49,0.0469923212996304,0.95300767870037,0.950191710190095,0.0498082898099051
"2017/12/24",1.41,624269,"conventional",2017,"Baltimore/Washington",2679,880219.29,"2017/12/24",1.56,35540,"organic",2017,"Baltimore/Washington",2679,55442.4,0.0592547505070984,0.940745249492902,0.944935705825464,0.0550642941745357
"2017/12/24",1.18,71004,"conventional",2017,"Boise",827,83784.72,"2017/12/24",1.44,3029,"organic",2017,"Boise",827,4361.76,0.049483087696752,0.950516912303248,0.943837287582292,0.056162712417708
"2017/12/24",1.45,414148,"conventional",2017,"Boston",2998,600514.6,"2017/12/24",1.83,25639,"organic",2017,"Boston",2998,46919.37,0.0724697377247598,0.92753026227524,0.944402626536698,0.0555973734633019
"2017/12/24",1.28,127375,"conventional",2017,"Buffalo/Rochester",2552,163040,"2017/12/24",1.15,11026,"organic",2017,"Buffalo/Rochester",2552,12679.9,0.0721597269290501,0.92784027307095,0.926154647760673,0.0738453522393267
"2017/12/24",1.33,182538,"conventional",2017,"Charlotte",2428,242775.54,"2017/12/24",1.83,9064,"organic",2017,"Charlotte",2428,16587.12,0.0639533848087462,0.936046615191254,0.933943830589444,0.066056169410556
"2017/12/24",1.36,707646,"conventional",2017,"Chicago",2030,962398.56,"2017/12/24",1.81,32444,"organic",2017,"Chicago",2030,58723.64,0.0575089249846884,0.942491075015312,0.921864208370615,0.078135791629385
"2017/12/24",1.36,159238,"conventional",2017,"Cincinnati/Dayton",2190,216563.68,"2017/12/24",1.73,13218,"organic",2017,"Cincinnati/Dayton",2190,22867.14,0.0955062510331794,0.904493748966821,0.921640979752964,0.0783590202470356
"2017/12/24",1.06,140322,"conventional",2017,"Columbus",2261,148741.32,"2017/12/24",1.54,7094,"organic",2017,"Columbus",2261,10924.76,0.0684225478573783,0.931577452142622,0.928429826068234,0.0715701739317663
"2017/12/24",0.99,1060457,"conventional",2017,"Dallas/Ft. Worth",1449,1049852.43,"2017/12/24",1.44,24924,"organic",2017,"Dallas/Ft. Worth",1449,35890.56,0.0330562207912574,0.966943779208743,0.96479638894717,0.0352036110528297
"2017/12/24",1.19,675593,"conventional",2017,"Denver",1032,803955.67,"2017/12/24",1.61,29467,"organic",2017,"Denver",1032,47441.87,0.0557223479879916,0.944277652012008,0.946481603768874,0.053518396231126
"2017/12/24",1.25,298146,"conventional",2017,"Detroit",2296,372682.5,"2017/12/24",1.37,18289,"organic",2017,"Detroit",2296,25055.93,0.0629959996573628,0.937004000342637,0.941869889252581,0.0581301107474194
"2017/12/24",1.64,130736,"conventional",2017,"Grand Rapids",2193,214407.04,"2017/12/24",1.3,7774,"organic",2017,"Grand Rapids",2193,10106.2,0.0450138263560759,0.954986173643924,0.953442082798573,0.0465579172014267
"2017/12/24",1.37,217968,"conventional",2017,"Harrisburg/Scranton",2717,298616.16,"2017/12/24",1.46,19060,"organic",2017,"Harrisburg/Scranton",2717,27827.6,0.0852446988112133,0.914755301188787,0.943439474398886,0.0565605256011136
"2017/12/24",1.5,225991,"conventional",2017,"Hartford/Springfield",2906,338986.5,"2017/12/24",1.99,12641,"organic",2017,"Hartford/Springfield",2906,25155.59,0.0690817971632996,0.9309182028367,0.94103680481658,0.0589631951834199
"2017/12/24",0.99,1063385,"conventional",2017,"Houston",1656,1052751.15,"2017/12/24",1.55,26782,"organic",2017,"Houston",1656,41512.1,0.0379361182055598,0.96206388179444,0.966414443488332,0.0335855565116683
"2017/12/24",1.3,148389,"conventional",2017,"Indianapolis",2083,192905.7,"2017/12/24",1.4,8639,"organic",2017,"Indianapolis",2083,12094.6,0.0589979624420062,0.941002037557994,0.945371948156886,0.0546280518431136
"2017/12/24",1.38,127182,"conventional",2017,"Jacksonville",2440,175511.16,"2017/12/24",1.87,3639,"organic",2017,"Jacksonville",2440,6804.93,0.0373249009453856,0.962675099054614,0.978139500731126,0.0218604992688741
"2017/12/24",1.24,234520,"conventional",2017,"Las Vegas",286,290804.8,"2017/12/24",1.89,8394,"organic",2017,"Las Vegas",286,15864.66,0.051732115744424,0.948267884255576,0.947760158322428,0.0522398416775717
"2017/12/24",1.1,2389829,"conventional",2017,"Los Angeles",111,2628811.9,"2017/12/24",1.8,69804,"organic",2017,"Los Angeles",111,125647.2,0.0456159251012295,0.95438407489877,0.943881225974794,0.0561187740252061
"2017/12/24",1.18,80024,"conventional",2017,"Louisville",2101,94428.32,"2017/12/24",1.58,3977,"organic",2017,"Louisville",2101,6283.66,0.0623923787418339,0.937607621258166,0.936163248380035,0.0638367516199649
"2017/12/24",1.45,506569,"conventional",2017,"Miami/Ft. Lauderdale",2843,734525.05,"2017/12/24",1.59,8463,"organic",2017,"Miami/Ft. Lauderdale",2843,13456.17,0.0179899837592179,0.982010016240782,0.98727575637968,0.0127242436203202
"2017/12/24",1.04,182003,"conventional",2017,"Nashville",2020,189283.12,"2017/12/24",1.56,7151,"organic",2017,"Nashville",2020,11155.56,0.0556557247333698,0.94434427526663,0.939943242238379,0.060056757761621
"2017/12/24",1.14,224870,"conventional",2017,"New Orleans/Mobile",1954,256351.8,"2017/12/24",1.45,5575,"organic",2017,"New Orleans/Mobile",1954,8083.75,0.0305698307205669,0.969430169279433,0.978554582016915,0.0214454179830849
"2017/12/24",1.34,1233462,"conventional",2017,"New York",2794,1652839.08,"2017/12/24",1.85,74780,"organic",2017,"New York",2794,138343,0.0772355873502263,0.922764412649774,0.933438425149798,0.066561574850202
"2017/12/24",1.39,292291,"conventional",2017,"Orlando",2617,406284.49,"2017/12/24",1.79,8233,"organic",2017,"Orlando",2617,14737.07,0.0350031243055581,0.964996875694442,0.980111713684211,0.0198882863157888
"2017/12/24",1.34,379422,"conventional",2017,"Philadelphia",2759,508425.48,"2017/12/24",1.6,23575,"organic",2017,"Philadelphia",2759,37720,0.0690658467044349,0.930934153295565,0.936511942809066,0.0634880571909341
"2017/12/24",0.75,1006478,"conventional",2017,"Phoenix/Tucson",482,754858.5,"2017/12/24",1.61,18365,"organic",2017,"Phoenix/Tucson",482,29567.65,0.0376933507379885,0.962306649262011,0.969701956979254,0.030298043020746
"2017/12/24",1.29,87945,"conventional",2017,"Pittsburgh",2445,113449.05,"2017/12/24",1.37,10465,"organic",2017,"Pittsburgh",2445,14337.05,0.112195692645757,0.887804307354243,0.901272720977339,0.0987272790226607
"2017/12/24",1.33,407742,"conventional",2017,"Portland",855,542296.86,"2017/12/24",1.44,36919,"organic",2017,"Portland",855,53163.36,0.0892811277972523,0.910718872202748,0.923994665655572,0.0760053343444283
"2017/12/24",1.27,248316,"conventional",2017,"Raleigh/Greensboro",2557,315361.32,"2017/12/24",2.12,11092,"organic",2017,"Raleigh/Greensboro",2557,23515.04,0.0693912080500393,0.930608791949961,0.931804857309753,0.0681951426902468
"2017/12/24",1.19,206250,"conventional",2017,"Richmond/Norfolk",2632,245437.5,"2017/12/24",1.41,12966,"organic",2017,"Richmond/Norfolk",2632,18282.06,0.0693238681271878,0.930676131872812,0.928449792317041,0.0715502076829592
"2017/12/24",1.14,469533,"conventional",2017,"Sacramento",277,535267.62,"2017/12/24",1.68,8177,"organic",2017,"Sacramento",277,13737.36,0.0250222866830825,0.974977713316918,0.962944579767275,0.0370554202327255
"2017/12/24",1.17,397332,"conventional",2017,"San Diego",253,464878.44,"2017/12/24",1.82,15277,"organic",2017,"San Diego",253,27804.14,0.0564341852719859,0.943565814728014,0.936062734959172,0.0639372650408284
"2017/12/24",1.15,860923,"conventional",2017,"San Francisco",283,990061.45,"2017/12/24",2.01,18541,"organic",2017,"San Francisco",283,37267.41,0.0362760275224819,0.963723972477518,0.934814063488938,0.0651859365110624
"2017/12/24",1.46,394845,"conventional",2017,"Seattle",1029,576473.7,"2017/12/24",1.75,42806,"organic",2017,"Seattle",1029,74910.5,0.115002021848243,0.884997978151757,0.870418203097601,0.129581796902399
"2017/12/24",1.32,66896,"conventional",2017,"Spokane",1097,88302.72,"2017/12/24",1.77,4468,"organic",2017,"Spokane",1097,7908.36,0.0821980171098796,0.91780198289012,0.924914231142534,0.0750857688574661
"2017/12/24",1.38,149941,"conventional",2017,"St. Louis",1841,206918.58,"2017/12/24",1.67,5124,"organic",2017,"St. Louis",1841,8557.08,0.0397125132369939,0.960287486763006,0.933648181888816,0.0663518181111838
"2017/12/24",1.31,57784,"conventional",2017,"Syracuse",2693,75697.04,"2017/12/24",1.21,5155,"organic",2017,"Syracuse",2693,6237.55,0.076128409259142,0.923871590740858,0.939977816469908,0.0600221835300924
"2017/12/24",1.4,335783,"conventional",2017,"Tampa",2636,470096.2,"2017/12/24",1.64,7370,"organic",2017,"Tampa",2636,12086.8,0.0250668314726981,0.974933168527302,0.982892930828724,0.0171070691712757
"2017/12/31",1.47,113514,"conventional",2017,"Albany",2832,166865.58,"2017/12/31",1.46,3464,"organic",2017,"Albany",2832,5057.44,0.0294168866973137,0.970583113302686,0.967559739478929,0.0324402605210707
"2017/12/31",0.95,649353,"conventional",2017,"Atlanta",2199,616885.35,"2017/12/31",1.28,17218,"organic",2017,"Atlanta",2199,22039.04,0.0344939719706114,0.965506028029389,0.950191710190095,0.0498082898099051
"2017/12/31",1.15,849488,"conventional",2017,"Baltimore/Washington",2679,976911.2,"2017/12/31",1.53,40942,"organic",2017,"Baltimore/Washington",2679,62641.26,0.060257911370822,0.939742088629178,0.944935705825464,0.0550642941745357
"2017/12/31",1.13,79647,"conventional",2017,"Boise",827,90001.11,"2017/12/31",1.72,2017,"organic",2017,"Boise",827,3469.24,0.0371159410444061,0.962884058955594,0.943837287582292,0.056162712417708
"2017/12/31",1.4,419697,"conventional",2017,"Boston",2998,587575.8,"2017/12/31",1.86,25275,"organic",2017,"Boston",2998,47011.5,0.0740820057382176,0.925917994261782,0.944402626536698,0.0555973734633019
"2017/12/31",1.27,115508,"conventional",2017,"Buffalo/Rochester",2552,146695.16,"2017/12/31",1.15,10568,"organic",2017,"Buffalo/Rochester",2552,12153.2,0.0765081868015508,0.923491813198449,0.926154647760673,0.0738453522393267
"2017/12/31",0.93,346357,"conventional",2017,"Charlotte",2428,322112.01,"2017/12/31",1.71,11939,"organic",2017,"Charlotte",2428,20415.69,0.0596030335648766,0.940396966435123,0.933943830589444,0.066056169410556
"2017/12/31",0.93,1182648,"conventional",2017,"Chicago",2030,1099862.64,"2017/12/31",1.79,26040,"organic",2017,"Chicago",2030,46611.6,0.0406564738864085,0.959343526113591,0.921864208370615,0.078135791629385
"2017/12/31",0.86,278128,"conventional",2017,"Cincinnati/Dayton",2190,239190.08,"2017/12/31",1.36,14495,"organic",2017,"Cincinnati/Dayton",2190,19713.2,0.0761411751909825,0.923858824809017,0.921640979752964,0.0783590202470356
"2017/12/31",0.8,221204,"conventional",2017,"Columbus",2261,176963.2,"2017/12/31",1.14,15852,"organic",2017,"Columbus",2261,18071.28,0.0926568471380035,0.907343152861997,0.928429826068234,0.0715701739317663
"2017/12/31",0.9,1116393,"conventional",2017,"Dallas/Ft. Worth",1449,1004753.7,"2017/12/31",1.48,21181,"organic",2017,"Dallas/Ft. Worth",1449,31347.88,0.030255604860674,0.969744395139326,0.96479638894717,0.0352036110528297
"2017/12/31",0.94,938482,"conventional",2017,"Denver",1032,882173.08,"2017/12/31",1.48,17907,"organic",2017,"Denver",1032,26502.36,0.0291659252945144,0.970834074705486,0.946481603768874,0.053518396231126
"2017/12/31",0.84,467584,"conventional",2017,"Detroit",2296,392770.56,"2017/12/31",1.05,32776,"organic",2017,"Detroit",2296,34414.8,0.0805617495880477,0.919438250411952,0.941869889252581,0.0581301107474194
"2017/12/31",1.09,202635,"conventional",2017,"Grand Rapids",2193,220872.15,"2017/12/31",1.28,6793,"organic",2017,"Grand Rapids",2193,8695.04,0.0378757957528687,0.962124204247131,0.953442082798573,0.0465579172014267
"2017/12/31",1.37,195897,"conventional",2017,"Harrisburg/Scranton",2717,268378.89,"2017/12/31",1.45,18858,"organic",2017,"Harrisburg/Scranton",2717,27344.1,0.0924652493199802,0.90753475068002,0.943439474398886,0.0565605256011136
"2017/12/31",1.42,245203,"conventional",2017,"Hartford/Springfield",2906,348188.26,"2017/12/31",1.9,15472,"organic",2017,"Hartford/Springfield",2906,29396.8,0.0778547752922216,0.922145224707778,0.94103680481658,0.0589631951834199
"2017/12/31",0.78,1391182,"conventional",2017,"Houston",1656,1085121.96,"2017/12/31",1.36,25590,"organic",2017,"Houston",1656,34802.4,0.0310756701461517,0.968924329853848,0.966414443488332,0.0335855565116683
"2017/12/31",0.96,205203,"conventional",2017,"Indianapolis",2083,196994.88,"2017/12/31",1.45,9437,"organic",2017,"Indianapolis",2083,13683.65,0.0649503772406234,0.935049622759377,0.945371948156886,0.0546280518431136
"2017/12/31",1.12,206563,"conventional",2017,"Jacksonville",2440,231350.56,"2017/12/31",1.65,2024,"organic",2017,"Jacksonville",2440,3339.6,0.0142298254004343,0.985770174599566,0.978139500731126,0.0218604992688741
"2017/12/31",1.04,291923,"conventional",2017,"Las Vegas",286,303599.92,"2017/12/31",1.55,9413,"organic",2017,"Las Vegas",286,14590.15,0.0458535679633246,0.954146432036675,0.947760158322428,0.0522398416775717
"2017/12/31",0.88,3212262,"conventional",2017,"Los Angeles",111,2826790.56,"2017/12/31",1.74,78873,"organic",2017,"Los Angeles",111,137239.02,0.0463015014850155,0.953698498514984,0.943881225974794,0.0561187740252061
"2017/12/31",0.87,117941,"conventional",2017,"Louisville",2101,102608.67,"2017/12/31",1.16,5828,"organic",2017,"Louisville",2101,6760.48,0.0618134089914752,0.938186591008525,0.936163248380035,0.0638367516199649
"2017/12/31",1.17,728999,"conventional",2017,"Miami/Ft. Lauderdale",2843,852928.83,"2017/12/31",1.48,6519,"organic",2017,"Miami/Ft. Lauderdale",2843,9648.12,0.011185228170078,0.988814771829922,0.98727575637968,0.0127242436203202
"2017/12/31",0.81,258730,"conventional",2017,"Nashville",2020,209571.3,"2017/12/31",1.52,7099,"organic",2017,"Nashville",2020,10790.48,0.048967112173445,0.951032887826555,0.939943242238379,0.060056757761621
"2017/12/31",1.06,262282,"conventional",2017,"New Orleans/Mobile",1954,278018.92,"2017/12/31",1.44,5341,"organic",2017,"New Orleans/Mobile",1954,7691.04,0.02691904755438,0.97308095244562,0.978554582016915,0.0214454179830849
"2017/12/31",1.33,1201219,"conventional",2017,"New York",2794,1597621.27,"2017/12/31",1.83,69777,"organic",2017,"New York",2794,127691.91,0.0740108587126194,0.925989141287381,0.933438425149798,0.066561574850202
"2017/12/31",1.16,461914,"conventional",2017,"Orlando",2617,535820.24,"2017/12/31",1.82,6063,"organic",2017,"Orlando",2617,11034.66,0.0201784056428863,0.979821594357114,0.980111713684211,0.0198882863157888
"2017/12/31",1.35,334784,"conventional",2017,"Philadelphia",2759,451958.4,"2017/12/31",1.6,21941,"organic",2017,"Philadelphia",2759,35105.6,0.0720759489512672,0.927924051048733,0.936511942809066,0.0634880571909341
"2017/12/31",0.75,986475,"conventional",2017,"Phoenix/Tucson",482,739856.25,"2017/12/31",1.71,14464,"organic",2017,"Phoenix/Tucson",482,24733.44,0.0323486444082185,0.967651355591782,0.969701956979254,0.030298043020746
"2017/12/31",1.01,150867,"conventional",2017,"Pittsburgh",2445,152375.67,"2017/12/31",1.4,10652,"organic",2017,"Pittsburgh",2445,14912.8,0.089144218965001,0.910855781034999,0.901272720977339,0.0987272790226607
"2017/12/31",0.89,614951,"conventional",2017,"Portland",855,547306.39,"2017/12/31",1.51,25694,"organic",2017,"Portland",855,38797.94,0.0661963033100267,0.933803696689973,0.923994665655572,0.0760053343444283
"2017/12/31",0.92,419591,"conventional",2017,"Raleigh/Greensboro",2557,386023.72,"2017/12/31",2.06,13531,"organic",2017,"Raleigh/Greensboro",2557,27873.86,0.06734482477525,0.93265517522475,0.931804857309753,0.0681951426902468
"2017/12/31",0.83,315464,"conventional",2017,"Richmond/Norfolk",2632,261835.12,"2017/12/31",1.39,13838,"organic",2017,"Richmond/Norfolk",2632,19234.82,0.0684342836519622,0.931565716348038,0.928449792317041,0.0715502076829592
"2017/12/31",1.03,578375,"conventional",2017,"Sacramento",277,595726.25,"2017/12/31",1.61,9655,"organic",2017,"Sacramento",277,15544.55,0.0254298913018584,0.974570108698142,0.962944579767275,0.0370554202327255
"2017/12/31",0.98,619700,"conventional",2017,"San Diego",253,607306,"2017/12/31",2,14151,"organic",2017,"San Diego",253,28302,0.0445274445884885,0.955472555411512,0.936062734959172,0.0639372650408284
"2017/12/31",0.92,1174819,"conventional",2017,"San Francisco",283,1080833.48,"2017/12/31",1.52,24699,"organic",2017,"San Francisco",283,37542.48,0.0335687473110563,0.966431252688944,0.934814063488938,0.0651859365110624
"2017/12/31",1.1,559150,"conventional",2017,"Seattle",1029,615065,"2017/12/31",1.24,82749,"organic",2017,"Seattle",1029,102608.76,0.142974100098072,0.857025899901928,0.870418203097601,0.129581796902399
"2017/12/31",0.94,98086,"conventional",2017,"Spokane",1097,92200.84,"2017/12/31",1.82,2469,"organic",2017,"Spokane",1097,4493.58,0.0464719680825429,0.953528031917457,0.924914231142534,0.0750857688574661
"2017/12/31",1.14,192170,"conventional",2017,"St. Louis",1841,219073.8,"2017/12/31",1.54,12275,"organic",2017,"St. Louis",1841,18903.5,0.079434046860772,0.920565953139228,0.933648181888816,0.0663518181111838
"2017/12/31",1.39,59077,"conventional",2017,"Syracuse",2693,82117.03,"2017/12/31",1.2,4873,"organic",2017,"Syracuse",2693,5847.6,0.0664767191085781,0.933523280891422,0.939977816469908,0.0600221835300924
"2017/12/31",1.16,548933,"conventional",2017,"Tampa",2636,636762.28,"2017/12/31",1.59,5529,"organic",2017,"Tampa",2636,8791.11,0.0136179441331723,0.986382055866828,0.982892930828724,0.0171070691712757
"2018/1/1",1.47,113514,"conventional",2018,"Albany",2832,166865.58,"2018/1/1",1.46,3464,"organic",2018,"Albany",2832,5057.44,0.0294168866973137,0.970583113302686,0.967559739478929,0.0324402605210707
"2018/1/1",0.95,649353,"conventional",2018,"Atlanta",2199,616885.35,"2018/1/1",1.28,17218,"organic",2018,"Atlanta",2199,22039.04,0.0344939719706114,0.965506028029389,0.950191710190095,0.0498082898099051
"2018/1/1",1.15,849488,"conventional",2018,"Baltimore/Washington",2679,976911.2,"2018/1/1",1.53,40942,"organic",2018,"Baltimore/Washington",2679,62641.26,0.060257911370822,0.939742088629178,0.944935705825464,0.0550642941745357
"2018/1/1",1.13,79647,"conventional",2018,"Boise",827,90001.11,"2018/1/1",1.72,2017,"organic",2018,"Boise",827,3469.24,0.0371159410444061,0.962884058955594,0.943837287582292,0.056162712417708
"2018/1/1",1.4,419697,"conventional",2018,"Boston",2998,587575.8,"2018/1/1",1.86,25275,"organic",2018,"Boston",2998,47011.5,0.0740820057382176,0.925917994261782,0.944402626536698,0.0555973734633019
